INV_DT,INV_NO,INV_NO_KEY,QTY,GROSS,UNITPRICE,NET_TOT_TAX,ADJ_AMT,CUST_DISC_AMT,PRODUCT_DISC_AMT,NET,CUST_NAME,CUST_STARTDT,CUSTOMER_ID,SECTOR,CATEGORY,SUBCATEGPRY,DISTRIBUTOR_ID,SKUID,DIST_NAME,COUNTRY_ID
2023-08-02,8DF3BB52,INV-78E0A921,153,55.540599,0.363010451,10,0,4,1,47.20950915,,,CUST10056,FEM,LINERS,Kotex,DT4500,X9YQ3T,Prestige Supplies,
2023-08-21,EC97ACA6,INV-9EA3EBB9,49,5.023597,0.102522388,10,0,4,1,4.27005745,,,CUST10056,BCC,WIPES,Huggies,DT4500,GZ0G57,Prestige Supplies,
2023-02-14,9BC4E5DD,INV-FDBFB078,28,2.3156,0.0827,10,0,4,1,1.96826,,,CUST10058,BCC,TOILETRIES,Pampers,DT9012,P7Q8R9,Premium Products Co,
2023-12-01,3A475A87,INV-34A0F1FE,228,8.08,0.035438596,10,0,4,1,6.868,,,CUST10060,FEM,SANITARY,Always,DT3501,V4W5X,Global Enterprises,
2023-08-16,2BA5CD87,INV-FFC7D8D0,684,21.9516,0.032092982,10,0,4,1,18.65886,,,CUST10060,FEM,SANITARY,Always,DT3501,V4W5X,Global Enterprises,
2023-03-13,D8FA5439,INV-711F1EBB,15,1.670998,0.111399867,10,0,4,1,1.4203483,,,CUST10061,BCC,WIPES,Huggies,DT3501,GZ0G57,Global Enterprises,
2023-03-06,9B783E97,INV-B0C851B9,27,2.8004,0.103718519,10,0,4,1,2.38034,,,CUST10061,BCC,WIPES,Huggies,DT3501,GZ0G57,Global Enterprises,
2023-05-20,29F79B38,INV-7D2E4A63,90,38.0422,0.422691111,10,0,4,1,32.33587,,,CUST10061,FAMILY,FACIAL TISSUES,Wipes,DT3501,J0DZIZ,Global Enterprises,
2023-01-11,2F76B039,INV-2C836545,50,6.0968,0.121936,10,0,4,1,5.18228,,,CUST10062,FAMILY,FACIAL TISSUES,Wipes,DT3501,J0DZIZ,Global Enterprises,
2023-06-18,C3B08A52,INV-6F645312,82,29.772397,0.363078012,10,0,4,1,25.30653745,,,CUST10062,FAMILY,FACIAL TISSUES,Wipes,DT3501,J0DZIZ,Global Enterprises,
2023-07-16,3327E76F,INV-808976B0,213,85.808197,0.402855385,10,0,4,1,72.93696745,,,CUST10062,FEM,LINERS,Kotex,DT3501,X9YQ3T,Global Enterprises,
2023-08-16,6907C9CC,INV-10D7794C,40,1.4972,0.03743,10,0,4,1,1.27262,,,CUST10062,BCC,TOILETRIES,Pampers,DT3501,P7Q8R9,Global Enterprises,
2023-08-24,D6231B81,INV-9BC8C8E7,122,40.895996,0.335213082,10,0,4,1,34.7615966,,,CUST10062,FEM,LINERS,Kotex,DT3501,X9YQ3T,Global Enterprises,
2023-10-03,7A7308AB,INV-79B10E55,46,0.5592,0.012156522,10,0,4,1,0.47532,,,CUST10063,BCC,LOTIONS,Pampers,DT5678,M4N5O6,Quality Goods Inc,
2023-05-03,58E96D4D,INV-86FFED4A,100,1.1672,0.011672,10,0,4,1,0.99212,,,CUST10063,BCC,LOTIONS,Pampers,DT5678,M4N5O6,Quality Goods Inc,
2023-07-15,FDEBAD57,INV-8F39F91D,167,64.015796,0.38332812,10,0,4,1,54.4134266,,,CUST10064,FEM,LINERS,Kotex,DT5678,X9YQ3T,Quality Goods Inc,
2023-01-19,9ECD29A5,INV-CAD63A0B,15,0.238,0.015866667,10,0,4,1,0.2023,,,CUST10065,BCC,LOTIONS,Pampers,DT5678,M4N5O6,Quality Goods Inc,
2023-04-17,AD747F76,INV-09B5E31B,46,6.6832,0.145286957,10,0,4,1,5.68072,,,CUST10065,BCC,WIPES,Huggies,DT5678,GZ0G57,Quality Goods Inc,
2023-05-29,3D061319,INV-5BA707C5,42,6.275,0.149404762,10,0,4,1,5.33375,,,CUST10065,BCC,DIAPERS,Huggies,DT5678,8H9FPQ,Quality Goods Inc,
2023-07-09,93838FD5,INV-40F90B97,47,9.9555,0.211819149,10,0,4,1,8.462175,,,CUST10065,BCC,DIAPERS,Huggies,DT5678,8H9FPQ,Quality Goods Inc,
2023-08-23,C23C6B84,INV-F0B802F0,55,1.806,0.032836364,10,0,4,1,1.5351,,,CUST10065,BCC,TOILETRIES,Pampers,DT5678,P7Q8R9,Quality Goods Inc,
2023-06-30,08FC1BA0,INV-490E4959,52,3.9804,0.076546154,10,0,4,1,3.38334,,,CUST10067,BCC,TOILETRIES,Pampers,DT7890,P7Q8R9,Sunrise Logistics,
2023-12-09,16907125,INV-A2603B6E,29,6.3512,0.219006897,10,0,4,1,5.39852,,,CUST10068,BCC,DIAPERS,Huggies,DT7890,8H9FPQ,Sunrise Logistics,
2023-04-25,F0C7C8E1,INV-EFA1555F,46,0.884799,0.019234761,10,0,4,1,0.75207915,,,CUST10068,BCC,LOTIONS,Pampers,DT7890,M4N5O6,Sunrise Logistics,
2023-05-18,D3A024AD,INV-C6739637,39,7.3654,0.18885641,10,0,4,1,6.26059,,,CUST10068,BCC,DIAPERS,Huggies,DT7890,8H9FPQ,Sunrise Logistics,
2023-06-02,050BDF16,INV-56F06A30,61,22.8008,0.373783607,10,0,4,1,19.38068,,,CUST10068,FAMILY,FACIAL TISSUES,Wipes,DT7890,J0DZIZ,Sunrise Logistics,
2023-07-10,4FAD8CEE,INV-11D1F043,46,6.711396,0.145899913,10,0,4,1,5.7046866,,,CUST10068,BCC,WIPES,Huggies,DT7890,GZ0G57,Sunrise Logistics,
2023-08-30,B5D38E3F,INV-2D376B20,52,1.549997,0.029807635,10,0,4,1,1.31749745,,,CUST10068,BCC,LOTIONS,Pampers,DT7890,M4N5O6,Sunrise Logistics,
2023-12-15,F24BE519,INV-CBAD448F,2,0.9504,0.4752,10,0,4,1,0.80784,,,CUST10069,FAMILY,FACIAL TISSUES,Wipes,DT4500,J0DZIZ,Prestige Supplies,
2023-01-04,F5BF9674,INV-00258244,96,23.8312,0.248241667,10,0,4,1,20.25652,,,CUST10070,FAMILY,FACIAL TISSUES,Wipes,DT4500,J0DZIZ,Prestige Supplies,
2023-10-17,EE469FE9,INV-860A8296,91,37.049998,0.407142835,10,0,4,1,31.4924983,,,CUST10070,FEM,LINERS,Kotex,DT4500,X9YQ3T,Prestige Supplies,
2023-03-12,8F137277,INV-4E18D4BC,39,3.614,0.092666667,10,0,4,1,3.0719,,,CUST10070,BCC,TOILETRIES,Pampers,DT4500,P7Q8R9,Prestige Supplies,
2023-05-26,2382F323,INV-6346EE32,66,23.8916,0.361993939,10,0,4,1,20.30786,,,CUST10071,FAMILY,FACIAL TISSUES,Wipes,DT4500,J0DZIZ,Prestige Supplies,
2023-08-27,B193070A,INV-34271DC6,90,33.714196,0.374602178,10,0,4,1,28.6570666,,,CUST10071,FAMILY,FACIAL TISSUES,Wipes,DT4500,J0DZIZ,Prestige Supplies,
2023-09-15,15267065,INV-843C5C3E,8,0.088,0.011,10,0,4,1,0.0748,Sharp and Acosta Nelson,10-06-2021,CUST10072,BCC,WIPES,Huggies,DT9012,GZ0G57,Premium Products Co,FR
2023-10-02,D54F9236,INV-8B78AD95,12,0.15,0.0125,10,0,4,1,0.1275,,,CUST10074,FEM,SANITARY,Always,DT9012,V4W5X,Premium Products Co,
2023-12-13,D4BC3E57,INV-F6443986,22,2.6326,0.119663636,10,0,4,1,2.23771,,,CUST10074,BCC,DIAPERS,Huggies,DT9012,8H9FPQ,Premium Products Co,
2023-04-04,E17404E5,INV-989BA229,21,0.2692,0.012819048,10,0,4,1,0.22882,,,CUST10074,BCC,LOTIONS,Pampers,DT9012,M4N5O6,Premium Products Co,
2023-07-31,1F228311,INV-32F7C9FA,147,55.429997,0.37707481,10,0,4,1,47.11549745,,,CUST10074,FEM,LINERS,Kotex,DT9012,X9YQ3T,Premium Products Co,
2023-08-12,632A72F5,INV-463F287E,71,19.610997,0.276211225,10,0,4,1,16.66934745,,,CUST10074,FAMILY,FACIAL TISSUES,Wipes,DT9012,J0DZIZ,Premium Products Co,
2023-07-14,6D6FFC16,INV-C64A3479,6,2.8512,0.4752,10,0,4,1,2.42352,,,CUST10075,FAMILY,FACIAL TISSUES,Wipes,DT3501,J0DZIZ,Global Enterprises,
2023-02-26,3.48E+101,INV-E636EC13,40,2.0716,0.05179,10,0,4,1,1.76086,Kane Robertson,02-09-2022,CUST10076,BCC,TOILETRIES,Pampers,DT3501,P7Q8R9,Global Enterprises,US
2023-01-23,30EF83C8,INV-A891F367,100,17.6812,0.176812,10,0,4,1,15.02902,Ballard Rowland,16-07-2022,CUST10077,FAMILY,FACIAL TISSUES,Wipes,DT3501,J0DZIZ,Global Enterprises,US
2023-10-30,3A4FA2C4,INV-C157857A,35,8.3838,0.239537143,10,0,4,1,7.12623,Ballard Rowland,16-07-2022,CUST10077,BCC,DIAPERS,Huggies,DT3501,8H9FPQ,Global Enterprises,US
2023-05-03,A6105B9A,INV-35BB7C0E,43,7.1193,0.165565116,10,0,4,1,6.051405,Ballard Rowland,16-07-2022,CUST10077,BCC,DIAPERS,Huggies,DT3501,8H9FPQ,Global Enterprises,US
2023-12-20,E58519EF,INV-A4E809F9,562,20.82,0.037046263,10,0,4,1,17.697,,,CUST10078,FEM,SANITARY,Always,DT5678,V4W5X,Quality Goods Inc,
2023-08-22,C061E6CD,INV-A8D8B643,496,18.0632,0.036417742,10,0,4,1,15.35372,,,CUST10078,FEM,SANITARY,Always,DT5678,V4W5X,Quality Goods Inc,
2023-12-21,A94654F6,INV-C285528E,39,5.095598,0.130656359,10,0,4,1,4.3312583,,,CUST10079,FAMILY,TISSUE,Kleenex,DT5678,S1T2U3,Quality Goods Inc,
2023-03-12,BD251F64,INV-A3FA2AE7,144,36.799984,0.255555444,10,0,4,1,31.2799864,,,CUST10079,FEM,LINERS,Kotex,DT5678,X9YQ3T,Quality Goods Inc,
2023-06-15,C93EC098,INV-90FA07D4,24,0.656799,0.027366625,10,0,4,1,0.55827915,,,CUST10080,BCC,LOTIONS,Pampers,DT5678,M4N5O6,Quality Goods Inc,
2023-06-07,74C543E5,INV-446842A8,29,0.9618,0.033165517,10,0,4,1,0.81753,,,CUST10080,BCC,TOILETRIES,Pampers,DT5678,P7Q8R9,Quality Goods Inc,
2023-08-13,C6337032,INV-11797549,33,0.745999,0.02260603,10,0,4,1,0.63409915,,,CUST10080,BCC,LOTIONS,Pampers,DT5678,M4N5O6,Quality Goods Inc,
2023-05-12,B0793214,INV-8A369859,44,0.56,0.012727273,10,0,4,1,0.476,,,CUST10081,BCC,LOTIONS,Pampers,DT7890,M4N5O6,Sunrise Logistics,
2023-02-14,2BCDEDF1,INV-346BF81B,28,2.3156,0.0827,10,0,4,1,1.96826,,,CUST10082,BCC,TOILETRIES,Pampers,DT7890,P7Q8R9,Sunrise Logistics,
2023-04-08,6B8AE45A,INV-8E1F1A47,49,10.3106,0.210420408,10,0,4,1,8.76401,,,CUST10083,BCC,DIAPERS,Huggies,DT7890,8H9FPQ,Sunrise Logistics,
2023-05-16,FA6FF860,INV-D2AD9AD4,34,2.062796,0.060670471,10,0,4,1,1.7533766,,,CUST10083,FAMILY,TISSUE,Kleenex,DT7890,S1T2U3,Sunrise Logistics,
2023-05-03,11C860AF,INV-FB10C42D,32,0.5208,0.016275,10,0,4,1,0.44268,,,CUST10083,BCC,LOTIONS,Pampers,DT7890,M4N5O6,Sunrise Logistics,
2023-06-26,593AE62E,INV-998235A6,36,13.8463,0.384619444,10,0,4,1,11.769355,,,CUST10083,BCC,DIAPERS,Huggies,DT7890,8H9FPQ,Sunrise Logistics,
2023-06-26,AB46BA4E,INV-998235A6,32,1.083998,0.033874938,10,0,4,1,0.9213983,,,CUST10083,BCC,LOTIONS,Pampers,DT7890,M4N5O6,Sunrise Logistics,
2023-02-03,4AB28B4A,INV-B14A8451,23,3.130399,0.136104304,10,0,4,1,2.66083915,,,CUST10085,BCC,WIPES,Huggies,DT4500,GZ0G57,Prestige Supplies,
2023-03-01,6E575F17,INV-56F4F246,70,21.3682,0.30526,10,0,4,1,18.16297,,,CUST10085,FAMILY,FACIAL TISSUES,Wipes,DT4500,J0DZIZ,Prestige Supplies,
2023-02-05,6A0735C0,INV-DE628F3E,61,13.4274,0.220121311,10,0,4,1,11.41329,,,CUST10086,BCC,DIAPERS,Huggies,DT4500,8H9FPQ,Prestige Supplies,
2023-05-08,D886C063,INV-681A21D2,88,32.2922,0.366956818,10,0,4,1,27.44837,,,CUST10086,FEM,LINERS,Kotex,DT4500,X9YQ3T,Prestige Supplies,
2023-07-18,4AE52FF5,INV-EE1B91A1,52,6.858196,0.131888385,10,0,4,1,5.8294666,,,CUST10086,BCC,WIPES,Huggies,DT4500,GZ0G57,Prestige Supplies,
2023-07-21,A8D1AE70,INV-A40A4821,112,45.212598,0.403683911,10,0,4,1,38.4307083,,,CUST10086,FEM,LINERS,Kotex,DT4500,X9YQ3T,Prestige Supplies,
2023-08-19,4676540,INV-48FC9135,25,0.825199,0.03300796,10,0,4,1,0.70141915,,,CUST10086,BCC,LOTIONS,Pampers,DT4500,M4N5O6,Prestige Supplies,
2023-09-13,A9394449,INV-221B36F1,29,2.579599,0.08895169,10,0,4,1,2.19265915,,,CUST10086,BCC,WIPES,Huggies,DT4500,GZ0G57,Prestige Supplies,
2023-09-15,4C048711,INV-14EE9BF1,8,0.088,0.011,10,0,4,1,0.0748,,,CUST10087,BCC,WIPES,Huggies,DT9012,GZ0G57,Premium Products Co,
2023-03-24,8BC5CBD1,INV-BAE00F14,68,21.4148,0.314923529,10,0,4,1,18.20258,,,CUST10088,FEM,LINERS,Kotex,DT9012,X9YQ3T,Premium Products Co,
2023-07-14,2A2FF2BB,INV-92D17E78,76,31.6212,0.416068421,10,0,4,1,26.87802,,,CUST10088,FEM,LINERS,Kotex,DT9012,X9YQ3T,Premium Products Co,
2023-03-29,6F0DFA92,INV-5E82BA69,6,0.132,0.022,10,0,4,1,0.1122,Martinez PLC,26-01-2022,CUST10090,BCC,TOILETRIES,Pampers,DT3501,P7Q8R9,Global Enterprises,US
2023-02-15,B9C152B0,INV-AAB450F6,68,28.5894,0.420432353,10,0,4,1,24.30099,,,CUST10091,FAMILY,FACIAL TISSUES,Wipes,DT3501,J0DZIZ,Global Enterprises,
2023-03-13,F7FE2B96,INV-6B29EA99,61,22.6994,0.372121311,10,0,4,1,19.29449,,,CUST10091,FAMILY,FACIAL TISSUES,Wipes,DT3501,J0DZIZ,Global Enterprises,
2023-01-26,158E4A50,INV-6F2D2DFD,98,18.7552,0.191379592,10,0,4,1,15.94192,Patterson and Strickland Downs,21-03-2021,CUST10092,FAMILY,FACIAL TISSUES,Wipes,DT3501,J0DZIZ,Global Enterprises,US
2023-10-22,FE7B66C8,INV-6959CEF0,47,11.089,0.23593617,10,0,4,1,9.42565,Patterson and Strickland Downs,21-03-2021,CUST10092,BCC,DIAPERS,Huggies,DT3501,8H9FPQ,Global Enterprises,US
2023-11-19,C144BA73,INV-2526626A,58,3.645994,0.062861966,10,0,4,1,3.0990949,Patterson and Strickland Downs,21-03-2021,CUST10092,BCC,WIPES,Huggies,DT3501,GZ0G57,Global Enterprises,US
2023-11-28,7EAE73C5,INV-A99E6733,33,3.282397,0.099466576,10,0,4,1,2.79003745,Patterson and Strickland Downs,21-03-2021,CUST10092,BCC,WIPES,Huggies,DT3501,GZ0G57,Global Enterprises,US
2023-05-18,D8E94991,INV-3C99B299,38,0.693199,0.018242079,10,0,4,1,0.58921915,Patterson and Strickland Downs,21-03-2021,CUST10092,BCC,LOTIONS,Pampers,DT3501,M4N5O6,Global Enterprises,US
2023-08-03,B2E7E16D,INV-0E0E22DA,119,47.139999,0.396134445,10,0,4,1,40.06899915,Patterson and Strickland Downs,21-03-2021,CUST10092,FEM,LINERS,Kotex,DT3501,X9YQ3T,Global Enterprises,US
2023-05-25,0ADE70F6,INV-E048267D,52,0.5816,0.011184615,10,0,4,1,0.49436,Hart and Sons,17-02-2022,CUST10093,BCC,LOTIONS,Pampers,DT5678,M4N5O6,Quality Goods Inc,UK
2023-03-04,60F07F63,INV-31A2E8DD,11,0.0864,0.007854545,10,0,4,1,0.07344,,,CUST10094,FEM,SANITARY,Always,DT5678,V4W5X,Quality Goods Inc,
2023-01-20,F68E858C,INV-C81E846A,37,0.652398,0.017632378,10,0,4,1,0.5545383,Estes and Sons,05-06-2021,CUST10095,BCC,LOTIONS,Pampers,DT5678,M4N5O6,Quality Goods Inc,UK
2023-01-26,687F35AF,INV-2D93E2EC,106,41.2724,0.389362264,10,0,4,1,35.08154,Estes and Sons,05-06-2021,CUST10095,FEM,LINERS,Kotex,DT5678,X9YQ3T,Quality Goods Inc,UK
2023-02-21,46CDEF02,INV-94872FF9,21,0.589598,0.028076095,10,0,4,1,0.5011583,Watkins and Sons,26-12-2022,CUST10097,BCC,LOTIONS,Pampers,DT7890,M4N5O6,Sunrise Logistics,CA
2023-03-01,91579D3F,INV-978B855A,53,4.2806,0.080766038,10,0,4,1,3.63851,Watkins and Sons,26-12-2022,CUST10097,BCC,TOILETRIES,Pampers,DT7890,P7Q8R9,Sunrise Logistics,CA
2023-06-17,1.78E+25,INV-81221265,88,8.781,0.099784091,10,0,4,1,7.46385,Watkins and Sons,26-12-2022,CUST10097,BCC,TOILETRIES,Pampers,DT7890,P7Q8R9,Sunrise Logistics,CA
2023-01-19,9351A391,INV-25C7B9E0,49,13.6522,0.278616327,10,0,4,1,11.60437,,,CUST10098,FAMILY,FACIAL TISSUES,Wipes,DT7890,J0DZIZ,Sunrise Logistics,
2023-12-17,5C1A88F7,INV-7E8937B4,35,8.0426,0.229788571,10,0,4,1,6.83621,,,CUST10098,BCC,DIAPERS,Huggies,DT7890,8H9FPQ,Sunrise Logistics,
2023-04-02,12355446,INV-70BF7379,47,1.113197,0.023685043,10,0,4,1,0.94621745,,,CUST10098,BCC,LOTIONS,Pampers,DT7890,M4N5O6,Sunrise Logistics,
2023-05-20,57410292,INV-ACED659A,34,5.2724,0.155070588,10,0,4,1,4.48154,,,CUST10098,BCC,DIAPERS,Huggies,DT7890,8H9FPQ,Sunrise Logistics,
2023-12-19,9A4A6A8F,INV-40EF93D9,10,4.752,0.4752,10,0,4,1,4.0392,,,CUST10099,FAMILY,FACIAL TISSUES,Wipes,DT4500,J0DZIZ,Prestige Supplies,
2023-08-15,4DC54050,INV-F3176D3E,4,1.9008,0.4752,10,0,4,1,1.61568,,,CUST10099,FAMILY,FACIAL TISSUES,Wipes,DT4500,J0DZIZ,Prestige Supplies,
2023-10-06,CBA0F774,INV-04E37666,93,42.416196,0.456088129,10,0,4,1,36.0537666,,,CUST10100,FEM,LINERS,Kotex,DT4500,X9YQ3T,Prestige Supplies,
2023-03-13,30051499,INV-A9140B79,106,47.057199,0.44393584,10,0,4,1,39.99861915,,,CUST10100,FEM,LINERS,Kotex,DT4500,X9YQ3T,Prestige Supplies,
2023-07-20,1867DC75,INV-700AF277,32,2.775,0.08671875,10,0,4,1,2.35875,,,CUST10100,BCC,TOILETRIES,Pampers,DT4500,P7Q8R9,Prestige Supplies,
2023-09-14,8D4B6D31,INV-E11154A2,57,22.158999,0.388754368,10,0,4,1,18.83514915,,,CUST10100,FEM,LINERS,Kotex,DT4500,X9YQ3T,Prestige Supplies,
2023-06-14,8DECEA57,INV-1EAF9259,23,0.5372,0.023356522,10,0,4,1,0.45662,,,CUST10101,BCC,LOTIONS,Pampers,DT4500,M4N5O6,Prestige Supplies,
2023-09-14,F5A8DE71,INV-6CA7820C,38,3.629799,0.095521026,10,0,4,1,3.08532915,,,CUST10101,BCC,WIPES,Huggies,DT4500,GZ0G57,Prestige Supplies,
2023-01-18,D5E89CF1,INV-26096C4A,69,23.364,0.338608696,10,0,4,1,19.8594,,,CUST10103,FAMILY,FACIAL TISSUES,Wipes,DT9012,J0DZIZ,Premium Products Co,
2023-02-09,0743B2B6,INV-9B34C84D,20,0.3368,0.01684,10,0,4,1,0.28628,Norman and Collins Carr,29-07-2021,CUST10099,FEM,SANITARY,Always,DT3501,V4W5X,Global Enterprises,US
2023-05-11,AB0A689E,INV-F3C1BB0C,59,22.3102,0.378138983,10,0,4,1,18.96367,White Johnson,27-09-2022,CUST10001,FAMILY,FACIAL TISSUES,Wipes,DT3501,J0DZIZ,Global Enterprises,US
2023-01-18,AE13540A,INV-E633F5A8,17,0.2522,0.014835294,10,0,4,1,0.21437,,,CUST10002,FEM,SANITARY,Always,DT3501,V4W5X,Global Enterprises,
2023-11-29,A01EF180,INV-3167DC9E,10,0.256,0.0256,10,0,4,1,0.2176,,,CUST10002,FEM,SANITARY,Always,DT3501,V4W5X,Global Enterprises,
2023-08-17,AB18E51E,INV-1F741F1D,2,0.016,0.008,10,0,4,1,0.0136,,,CUST10003,BCC,DIAPERS,Huggies,DT5678,8H9FPQ,Quality Goods Inc,
2023-01-19,084E4AF1,INV-5EFDC670,17,0.1784,0.010494118,10,0,4,1,0.15164,,,CUST10016,FEM,SANITARY,Always,DT5678,V4W5X,Quality Goods Inc,
2023-02-16,536F3102,INV-DC846E8A,21,0.2198,0.010466667,10,0,4,1,0.18683,Taylor Smith,05-10-2022,CUST10004,FEM,SANITARY,Always,DT5678,V4W5X,Quality Goods Inc,UK
2023-03-05,FD89369F,INV-95103D77,119,41.965996,0.352655429,10,0,4,1,35.6710966,Taylor Smith,05-10-2022,CUST10004,FEM,LINERS,Kotex,DT5678,X9YQ3T,Quality Goods Inc,UK
2023-04-03,370D03CA,INV-7526CD01,41,3.5862,0.087468293,10,0,4,1,3.04827,Taylor Smith,05-10-2022,CUST10004,BCC,TOILETRIES,Pampers,DT5678,P7Q8R9,Quality Goods Inc,UK
2023-11-11,D1E24FF8,INV-B5847369,23,0.562,0.024434783,10,0,4,1,0.4777,Joyce and Rodriguez Houston,18-03-2022,CUST10005,FEM,SANITARY,Always,DT5678,V4W5X,Quality Goods Inc,UK
2023-05-22,6BEAA67E,INV-DE63117E,54,22.5136,0.416918519,10,0,4,1,19.13656,Joyce and Rodriguez Houston,18-03-2022,CUST10005,FAMILY,FACIAL TISSUES,Wipes,DT5678,J0DZIZ,Quality Goods Inc,UK
2023-01-24,41D27C4E,INV-8D3B85E8,20,2.1728,0.10864,10,0,4,1,1.84688,,,CUST10007,BCC,WIPES,Huggies,DT7890,GZ0G57,Sunrise Logistics,
2023-10-27,9E24719A,INV-D068F7A4,45,3.4502,0.076671111,10,0,4,1,2.93267,,,CUST10007,BCC,TOILETRIES,Pampers,DT7890,P7Q8R9,Sunrise Logistics,
2023-02-13,F0D32381,INV-C8AB6887,44,22.4096,0.509309091,10,0,4,1,19.04816,,,CUST10007,FAMILY,FACIAL TISSUES,Wipes,DT7890,J0DZIZ,Sunrise Logistics,
2023-02-23,BBF50F14,INV-9B0FB0D5,54,23.3198,0.431848148,10,0,4,1,19.82183,,,CUST10007,FAMILY,FACIAL TISSUES,Wipes,DT7890,J0DZIZ,Sunrise Logistics,
2023-02-26,4797C197,INV-049172CE,41,9.035198,0.220370683,10,0,4,1,7.6799183,,,CUST10007,BCC,WIPES,Huggies,DT7890,GZ0G57,Sunrise Logistics,
2023-01-11,721D80DB,INV-C11420B5,31,0.599598,0.019341871,10,0,4,1,0.5096583,,,CUST10008,BCC,LOTIONS,Pampers,DT7890,M4N5O6,Sunrise Logistics,
2023-01-02,38BCAA60,INV-0AB85D1B,70,1.581997,0.022599957,10,0,4,1,1.34469745,,,CUST10008,BCC,LOTIONS,Pampers,DT7890,M4N5O6,Sunrise Logistics,
2023-10-01,88F5B996,INV-022E3E9A,23,0.4154,0.01806087,10,0,4,1,0.35309,,,CUST10008,FEM,SANITARY,Always,DT7890,V4W5X,Sunrise Logistics,
2023-08-27,D662943A,INV-571051CB,189,75.578798,0.39988782,10,0,4,1,64.2419783,,,CUST10008,FEM,LINERS,Kotex,DT7890,X9YQ3T,Sunrise Logistics,
2023-09-10,1F0EF2B6,INV-E31D8697,61,1.6686,0.027354098,10,0,4,1,1.41831,,,CUST10008,BCC,TOILETRIES,Pampers,DT7890,P7Q8R9,Sunrise Logistics,
2023-09-09,E2F475BA,INV-2B2E6CFF,59,2.019,0.034220339,10,0,4,1,1.71615,,,CUST10008,BCC,TOILETRIES,Pampers,DT7890,P7Q8R9,Sunrise Logistics,
2023-01-15,F3213E0C,INV-7FF42491,41,8.1291,0.198270732,10,0,4,1,6.909735,,,CUST10011,BCC,DIAPERS,Huggies,DT4500,8H9FPQ,Prestige Supplies,
2023-02-19,EDD7C43B,INV-B35ADDBB,32,0.574399,0.017949969,10,0,4,1,0.48823915,,,CUST10011,BCC,LOTIONS,Pampers,DT4500,M4N5O6,Prestige Supplies,
2023-03-09,92B9B3A9,INV-E248EA84,45,11.4971,0.255491111,10,0,4,1,9.772535,,,CUST10011,BCC,DIAPERS,Huggies,DT4500,8H9FPQ,Prestige Supplies,
2023-01-09,C33B14F8,INV-91DCDC92,27,1.049996,0.038888741,10,0,4,1,0.8924966,,,CUST10013,FAMILY,TISSUE,Kleenex,DT9012,S1T2U3,Premium Products Co,
2023-10-20,EB557CCB,INV-117199D3,79,33.217399,0.420473405,10,0,4,1,28.23478915,,,CUST10013,FEM,LINERS,Kotex,DT9012,X9YQ3T,Premium Products Co,
2023-02-17,5689EBD6,INV-1721FC18,16,0.482,0.030125,10,0,4,1,0.4097,,,CUST10013,FAMILY,TISSUE,Kleenex,DT9012,S1T2U3,Premium Products Co,
2023-02-03,BDCF4815,INV-9DA4FFD4,46,0.829998,0.018043435,10,0,4,1,0.7054983,,,CUST10013,BCC,LOTIONS,Pampers,DT9012,M4N5O6,Premium Products Co,
2023-03-27,97749FAA,INV-A8519FAB,22,3.309399,0.150427227,10,0,4,1,2.81298915,,,CUST10013,BCC,WIPES,Huggies,DT9012,GZ0G57,Premium Products Co,
2023-06-22,596C2059,INV-58ED6E6C,28,3.0552,0.109114286,10,0,4,1,2.59692,,,CUST10013,BCC,TOILETRIES,Pampers,DT9012,P7Q8R9,Premium Products Co,
2023-07-11,E226192F,INV-8535FAA6,33,3.2078,0.097206061,10,0,4,1,2.72663,,,CUST10013,BCC,TOILETRIES,Pampers,DT9012,P7Q8R9,Premium Products Co,
2023-10-10,258A2DE5,INV-156FCFC4,9,0.1312,0.014577778,10,0,4,1,0.11152,,,CUST10014,FEM,SANITARY,Always,DT9012,V4W5X,Premium Products Co,
2023-10-18,CB527322,INV-9B17F23B,18,0.2544,0.014133333,10,0,4,1,0.21624,,,CUST10014,FEM,SANITARY,Always,DT9012,V4W5X,Premium Products Co,
2023-06-02,80BE4912,INV-E9E0B7B5,39,1.4064,0.036061538,10,0,4,1,1.19544,,,CUST10014,BCC,TOILETRIES,Pampers,DT9012,P7Q8R9,Premium Products Co,
2023-10-07,20AA3243,INV-A0A97EDA,133,56.436396,0.424333805,10,0,4,1,47.9709366,,,CUST10016,FEM,LINERS,Kotex,DT3501,X9YQ3T,Global Enterprises,
2023-02-19,FD16CADF,INV-45D8E722,5,0.0984,0.01968,10,0,4,1,0.08364,,,CUST10016,FEM,SANITARY,Always,DT3501,V4W5X,Global Enterprises,
2023-02-28,D011ED2D,INV-A1F6E382,53,4.8336,0.0912,10,0,4,1,4.10856,,,CUST10016,BCC,TOILETRIES,Pampers,DT3501,P7Q8R9,Global Enterprises,
2023-02-13,ADD6CFB8,INV-E3E0D38A,44,22.4096,0.509309091,10,0,4,1,19.04816,,,CUST10019,FAMILY,FACIAL TISSUES,Wipes,DT5678,J0DZIZ,Quality Goods Inc,
2023-03-27,04FF5752,INV-6CFC91C1,22,3.309399,0.150427227,10,0,4,1,2.81298915,,,CUST10019,BCC,WIPES,Huggies,DT5678,GZ0G57,Quality Goods Inc,
